State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP
OSUN,OBOKUN,IMESI-ILE,29-24-06-003,IMESI-ILE RURAL HEALTH CENTRE,211,483,64,7,134,1
OSUN,OBOKUN,IMESI-ILE,29-24-06-006,IMESI-ILE L.A. SCHOOL  I,151,351,62,7,82,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-007,IMESI-ILE L.A. SCHOOL  II,180,356,53,7,105,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-008,IMESI-ILE MARKET SQUARE,196,465,69,5,114,0
OSUN,OBOKUN,ESA-OKE,29-24-07-002,ESA-OKE ST. JOSEPH'S SCHOOL,279,919,106,7,161,0
OSUN,OBOKUN,ESA-OKE,29-24-07-003,ESA-OKE ST. PETER'S PRY. SCHOOL,257,579,79,4,149,0
OSUN,OBOKUN,ESA-OKE,29-24-07-004,ESA-OKE UNITED SCHOOL,338,750,115,2,207,0
OSUN,OBOKUN,ESA-OKE,29-24-07-005,ESA-OKE AFRICAN CHURCH PRY. SCHOOL I,272,638,87,2,181,0
OSUN,OBOKUN,ESA-OKE,29-24-07-006,ESA-OKE AFRICAN CHURCH PRY. SCHOOL II,299,575,108,4,180,0
OSUN,OBOKUN,ESA-OKE,29-24-07-007,ESA-OKE L.A. SCHOOL  I,395,750,87,2,301,0
OSUN,OBOKUN,ESA-OKE,29-24-07-008,ESA-OKE L.A. SCHOOL  II,225,466,62,5,150,0
OSUN,OBOKUN,ESA-OKE,29-24-07-009,OJA-OKO OPEN SPACE,407,862,114,2,286,0
OSUN,OBOKUN,ESA-OKE,29-24-07-010,ESA-OKE GRAMMAR SCHOOL,326,869,79,7,212,0
OSUN,OBOKUN,ESA-OKE,29-24-07-011,ESA-OKE FARM SETTLEMENT,202,592,91,5,100,0
OSUN,OBOKUN,ESA-OKE,29-24-07-012,OKE-TAFIA PRIMARY SCHOOL,336,697,106,0,223,0
OSUN,OBOKUN,ESA-OKE,29-24-07-013,IDO AYEGUNLE PRY. SCHOOL,241,553,84,0,148,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-001,OTAN-ILE IMUO PRY. SCHOOL,384,909,180,7,184,1
OSUN,OBOKUN,OTAN-ILE,29-24-08-002,OTAN-ILE MARKET SQUARE,208,498,111,3,93,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-003,OTAN-ILE N.U.D. SCHOOL,153,311,86,1,65,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-004,OTAN-ILE COOPERATIVE STORE,206,447,48,3,148,1
OSUN,OBOKUN,OTAN-ILE,29-24-08-006,OTAN-ILE TOWN HALL,225,492,98,3,114,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-007,OTAN-ILE N.U.D. SCHOOL,181,371,93,2,83,0
OSUN,OBOKUN,ESA - ODO,29-24-09-001,ESA-ODO APOSTOLIC PRY. SCHOOL,348,721,125,1,205,0
OSUN,OBOKUN,ESA - ODO,29-24-09-002,ESA-ODO MARKET SQUARE,322,643,0,0,0,0
OSUN,OBOKUN,ESA - ODO,29-24-09-003,ESA-ODO ST. DAVID'S PRY. SCHOOL,215,377,47,0,164,0
OSUN,OBOKUN,ESA - ODO,29-24-09-004,ESA-ODO MATERNITY CENTRE,331,687,130,2,191,0
OSUN,OBOKUN,ESA - ODO,29-24-09-006,OKO KOJEGBIN OPEN SPACE,184,308,60,0,123,0
OSUN,OBOKUN,ILARE,29-24-10-001,ILARE METHODIST PRY. SCHOOL,276,611,65,2,181,0
OSUN,OBOKUN,ILARE,29-24-10-002,ILARE ST. PRANCIS PRY. SCHOOL`,278,592,132,0,142,0
OSUN,OBOKUN,ILARE,29-24-10-003,ILARE L.I.E. ZONAL OFFICE,173,446,60,0,112,0
OSUN,OBOKUN,ILARE,29-24-10-004,ILARE MARKET SQUARE,165,444,68,0,96,0
OSUN,OBOKUN,ILARE,29-24-10-005,ILARE COMMUNITY SCHOOL,241,458,103,4,133,0
OSUN,OBOKUN,ILARE,29-24-10-006,IKETEWI COMMUNITY PRY. SCHOOL,216,434,90,0,124,0
OSUN,OBOKUN,ILARE,29-24-10-007,AJIBAMIDELE EGIGUN OPEN SPACE,162,318,51,1,106,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-001,"ST. ANTHONY PRY. SCHOOL, OKUKU",272,862,65,17,150,1
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-004,"OPPOSITE OLD NATIONAL BANK, OKUKU",224,711,42,13,155,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-005,"OWODE MARKET SQUARE, OKUKU",202,734,61,3,134,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-006,"OYEKUNLE D.C. PRY. SCHOOL, OKUKU",256,801,53,14,159,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-007,"OPEN SPACE INFRONT OF ALIMI'S HOUSE OJOMU AREA, OKUKU",149,495,23,8,115,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-008,"COURT HALL  II, OKUKU",172,494,26,15,121,1
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-009,"IN FRONT OF PA DAVID ALARAN'S  HOUSE, OKUKU",269,717,66,14,184,0
OSUN,ODO-OTIN,BAALE,29-25-02-001,"OYINLOLA D.C. PRY. SCHOOL, OKUKU",243,701,48,14,167,0
OSUN,ODO-OTIN,BAALE,29-25-02-002,"SHOPPING COMPLEX, EKUSA RAOD, OKUKU",196,560,37,13,137,0
OSUN,ODO-OTIN,BAALE,29-25-02-003,"ST. MICHAEL'S PRY. SCHOOL, OKUKU I",138,644,37,23,72,0
OSUN,ODO-OTIN,BAALE,29-25-02-004,"ST. MICHAEL'S PRY. SCHOOL, OKUKU II",116,424,17,15,84,0
OSUN,ODO-OTIN,BAALE,29-25-02-005,"IN FRONT OF ADEBOMI FAMILY HOUSE, OKUKU",171,550,41,8,120,0
OSUN,ODO-OTIN,BAALE,29-25-02-006,"EKUSA ROAD, NEAR IDI-OGUN, OKUKU",139,576,26,4,108,0
OSUN,ODO-OTIN,BAALE,29-25-02-007,"IN FRONT OF AGBOLUAJE'S HOUSE, OKUKU",222,602,75,13,129,0
OSUN,ODO-OTIN,BAALE,29-25-02-008,"OPPOSITE GUSTUS PRINTERS, OKUKU I",143,439,33,6,18,1
OSUN,ODO-OTIN,IGBAYE,29-25-03-001,"POST OFFICE, IGBAYE",302,796,167,3,126,0
OSUN,ODO-OTIN,IGBAYE,29-25-03-003,"ST. MARY'S PRY. SCHOOL, IGBAYE",249,690,75,16,150,0
OSUN,ODO-OTIN,IGBAYE,29-25-03-004,"BAPTIST PRY. SCHOOL, IGBAYE I",201,507,71,5,116,0
OSUN,ODO-OTIN,IGBAYE,29-25-03-005,"N.U.D PRY. SCHOOL, IGBAYE",210,534,90,4,114,0
OSUN,ODO-OTIN,IGBAYE,29-25-03-006,"ALAGBEDE BLACKSMITH SHOP, IGBAYE",234,595,95,3,130,0
OSUN,ODO-OTIN,IGBAYE,29-25-03-007,"IMULEKE VILLAGE, IGBAYE",134,293,21,2,109,0
OSUN,ODO-OTIN,FAJI/OPETE,29-25-04-001,"MATERNITY CENTRE PREMISES, FAAJI",169,408,56,5,107,0
OSUN,ODO-OTIN,FAJI/OPETE,29-25-04-002,"ST. JOHN'S PRY. SCHOOL, FAAJI",237,535,70,8,157,0
OSUN,ODO-OTIN,FAJI/OPETE,29-25-04-003,"N.U. D PRY. SCHOOL, OPETE",200,503,81,1,116,0
OSUN,ODO-OTIN,FAJI/OPETE,29-25-04-005,"SEMI OLA AREA, OPETE",180,463,94,0,76,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-001,"BAPTIST PRY. SCHOOL, EKOSIN",285,634,97,3,180,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-002,"COURT HALL, EKOSIN",269,685,99,1,139,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-003,"ST. PAUL'S PRY. SCHOOL, EKOSIN",316,643,142,8,161,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-004,"EKOSIN GRAMMAR SCHOOL, EKOSIN",345,852,106,3,228,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-005,"TOWN HALL, IYEKU",301,610,132,0,168,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-006,"ST. PAUL'S PRY. SCHOOL, EKOSIN",356,768,135,0,218,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-007,"ALAGBEDE COMP. BESIDE BAPTIST PRY. SCHOOL, EKOSIN",200,450,106,0,89,0
OSUN,ODO-OTIN,EKOSIN/IYEKU,29-25-05-008,"ELESIN FUNFUN COMMUNITY PRY. SCHOOL, IYEKU",153,302,79,0,74,0
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-001,"ST. GABRIEL'S PRY. SCHOOL, ORE",429,826,237,1,188,0
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-002,"TOWN HALL, ORE",455,827,0,0,0,0
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-003,"ALL SAINTS PRY. SCHOOL, AGBEYE",365,794,179,1,169,0
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-004,"POSTAL AGENCY, AGBEYE",324,831,132,0,191,1
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-005,"AGANJU VILLAGE, NEAR AGBEYE",321,602,136,0,184,0
OSUN,ODO-OTIN,ORE/AGBEYE,29-25-06-006,"OPEN SPACE IN FRONT OF OYADOSU'S HOUSE, AGBEYE",242,623,0,0,0,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-002,"ST. FRANCIS GABRIEL PRY. SCHOOL, IJABE",279,729,100,0,171,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-003,"TOWN HALL, IJABE",289,772,146,11,120,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-004,"N.U.D.PRY. SCHOOL, KONTA",275,909,148,10,98,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-005,"TOWN HALL, ILA-ODO",207,795,73,6,119,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-006,IN FRONT OF POSTAL AGENCY ILA-ODO,199,783,0,0,0,0
OSUN,ODO-OTIN,IJABE/ILA ODO,29-25-07-007,"N.U.D. PRY. SCHOOL, ALAPATA",194,352,81,0,109,0
OSUN,ODO-OTIN,OKUA/EKUSA,29-25-08-002,"TOWH HALL, OKUA",213,508,50,150,20,0
OSUN,ODO-OTIN,OKUA/EKUSA,29-25-08-003,"ST. THOMAS PRY. SCHOOL  I, EKUSA",205,527,71,1,132,0
OSUN,ODO-OTIN,OKUA/EKUSA,29-25-08-004,"POSTAL AGENCY, EKUSA",223,553,67,5,147,0
OSUN,ODO-OTIN,OKUA/EKUSA,29-25-08-005,"ST. THOMAS PRY. SCHOOL II, EKUSA",194,501,75,1,119,0
OSUN,ODO-OTIN,OKUA/EKUSA,29-25-08-006,"ST. CECILIA'S  PRY. SCHOOL, OKUA",275,603,113,2,156,0
OSUN,ODO-OTIN,ASI/ASABA,29-25-09-001,"ST. ANDREW ' S PRY. SCHOOL  I, ASABA",198,420,84,4,106,0
OSUN,ODO-OTIN,ASI/ASABA,29-25-09-002,"OPP. AFRICAN CHURCH, ASABA`",136,356,70,0,65,0
OSUN,ODO-OTIN,ASI/ASABA,29-25-09-003,"ST. ANDREW'S PRY. SCHOOL  II, ASABA",166,328,47,9,109,0
OSUN,ODO-OTIN,ASI/ASABA,29-25-09-004,"ASI MARKET SQUARE, ASI",186,500,66,1,117,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-001,"INISA GRAMMAR SCHOOL, INISA",288,873,133,14,129,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-003,"POST OFFICE, INISA",337,826,150,2,166,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-005,"AKOLEGBARO'S COMPOUND, INISA",204,545,136,1,62,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-006,"OBA OKUNOYE COMPOUND, INISA",293,696,135,0,133,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-007,"OYEDELE COMPOUND, INISA",265,626,126,3,123,0
OSUN,ODO-OTIN,OLUNISA,29-25-10-008,"RAILWAY STATION ROAD AREA, INISA",254,775,130,7,106,1
OSUN,ODO-OTIN,OLUNISA,29-25-10-009,"24 IKUPELETE AREA, INISA",235,703,126,1,93,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-001,"ST. PETER'S PRY. SCHOOL AREA, INISA I",256,553,118,4,132,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-002,"ST. PETER'S PRY. SCHOOL AREA, INISA II",207,483,89,6,108,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-003,"OTEPOLA'S PALACE AREA, INISA",223,583,112,2,100,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-004,"IN FRONT OF PA ADEBIMPE'S HOUSE, INISA",220,484,95,0,122,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-005,"IDI-ITA COMPOUND AREA, INISA",210,446,102,1,101,0
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-006,"OLOWURU COMPOUND, INISA",223,548,111,0,106,4
OSUN,ODO-OTIN,OLUKOTUN,29-25-11-007,"ST. PETER'S PRY. SCHOOL AREA III, INISA",192,506,103,0,87,0
OSUN,ODO-OTIN,ESA OTUN BAALE ODE,29-25-12-001,"METHODIST PRY. SCHOOL  I, INISA",235,573,106,3,115,0
OSUN,ODO-OTIN,ESA OTUN BAALE ODE,29-25-12-002,"BAPTIST PRY. SCHOOL, INISA",234,666,106,5,119,0
OSUN,ODO-OTIN,ESA OTUN BAALE ODE,29-25-12-003,"OKE-AYAN HALL, INISA",315,740,153,0,159,0
OSUN,ODO-OTIN,ESA OTUN BAALE ODE,29-25-12-004,"IN FRONT OF ORISA OKO SHRINE, INISA",216,493,72,0,119,0
OSUN,ODO-OTIN,ESA OTUN BAALE ODE,29-25-12-006,"OPPOSITE JEHOVAH WITNESS HALL, INISA",168,411,91,1,74,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-001,"ST. AUGUSTINE PRY. SCHOOL, INISA",264,749,138,5,121,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-002,"JALUGUN/AIBIO SQUARE, INISA",311,755,117,126,166,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-003,"A.U.D. PRY. SCHOOL, INISA",215,491,125,1,81,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-004,"ISALE AKO AREA, INISA",200,539,108,1,87,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-005,"2 AGANA AREA, INISA",223,636,123,0,98,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-006,"73A AGBEYE ROAD, INISA",192,478,92,0,90,0
OSUN,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-007,"ARIOYE HALL, INISA",254,562,96,1,150,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-001,"ST. PETER'S PRY. SCHOOL, OYAN",181,558,62,1,115,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-002,"AJIBOPE HALL, OPP C.A.C OYAN",178,445,87,3,81,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-003,"OJA-OBA MARKET SQUARE, OYAN",177,548,107,4,66,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-005,"ALAGBEDE ABUTU COMPOUND, OYAN",157,355,64,3,82,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-006,"IN FRONT OF SURE BABBER'S SHOP, OYAN",137,360,82,3,45,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-007,"ELEMOSO ISALE COMPOUND, OYAN",212,571,100,6,104,0
OSUN,ODO-OTIN,OLOYAN ELEMOSHO / ESA,29-25-14-009,"1, OBITIKUN / OLUOKO AREA OYAN",124,342,67,3,47,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-001,"OWODE MARKET SQUARE,OYAN",152,389,94,0,57,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-002,"N.U.D.PRY. SCHOOL  I, OYAN",119,386,77,0,37,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-003,"OPARIN / AOGUN AREA, OYAN",169,450,82,1,86,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-005,"JEHOVAH WITNESS PRY. SCHOOL,OYAN",225,557,105,0,96,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-006,LAKOLU'S COMPOUND OYAN,152,364,62,0,87,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-007,"ST. PAUL'S PRY. SCHOOL, OYAN",151,404,72,2,74,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-008,"C. A. C PRY SCH, OYAN",232,562,103,14,111,0
OSUN,ODO-OTIN,OSOLO/OPARIN/OLA,29-25-15-009,"WHITE HOUSE,  GBELEWALE, OKE ODO, OYAN",224,671,126,16,73,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-001,"TOWN HALL, TELEMU I",327,673,0,0,0,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-002,"TOWN HALL, TELEMU II",279,609,101,7,127,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-003,"D.C. PRY. SCHOOL, TELEMU I",245,514,146,0,97,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-004,"D.C. PRY. SCHOOL, TELEMU II",250,520,138,4,97,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-005,"CENTRAL MOSQUE, TELEMU",327,670,156,4,145,0
OSUN,OLA-OLUWA,TELEMU,29-26-01-006,"CATHOLIC HOSPITAL, TELEMU",210,540,77,1,123,0
OSUN,OLA-OLUWA,ASAMU/ILEMOWU,29-26-02-001,"TOWN HALL, ASAMU",333,942,183,8,129,0
OSUN,OLA-OLUWA,ASAMU/ILEMOWU,29-26-02-002,"BAPTIST PRY. SCHOOL, ILEMOWU",381,756,0,0,0,0
OSUN,OLA-OLUWA,ASAMU/ILEMOWU,29-26-02-003,"FERTILIZER DEPOT, TELEMU",307,750,135,2,166,0
OSUN,OLA-OLUWA,OGBAAGBA  I,29-26-03-001,"ST. JAMES PRY. SCHOOL, OGBAAGBA I",256,752,61,3,188,0
OSUN,OLA-OLUWA,OGBAAGBA  I,29-26-03-004,"COM. PRY SCHOOL, IGEGE",311,805,193,2,94,0
OSUN,OLA-OLUWA,OGBAAGBA  II,29-26-04-002,"COMM. GRAMMAR SCHOOL, OGBAAGBA II",345,754,173,1,160,2
OSUN,OLA-OLUWA,OGBAAGBA  II,29-26-04-003,"COURT  HALL, OGBAAGBA I",254,686,90,6,153,0
OSUN,OLA-OLUWA,OGBAAGBA  II,29-26-04-004,"COURT HALL, OGBAAGBA II",280,837,67,3,0,0
OSUN,OLA-OLUWA,IKIRE ILE/IWARA,29-26-05-001,"TOWN HALL, IKIRE-ILE",268,615,149,1,111,0
OSUN,OLA-OLUWA,IKIRE ILE/IWARA,29-26-05-004,"D.C. PRY. SCHOOL, IDI-IROKO",279,816,126,1,148,0
OSUN,OLA-OLUWA,IKIRE ILE/IWARA,29-26-05-005,"AMERE VILLAGE, AMERE",362,881,184,5,160,0
OSUN,OLA-OLUWA,IKIRE ILE/IWARA,29-26-05-006,"D.C. PRY. SCHOOL, IWARA",319,793,99,2,199,0
OSUN,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-001,"TOWN HALL, IKONIFIN",194,701,76,7,108,0
OSUN,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-002,"BAPTIST PRY. SCHOOL, IKONIFIN I",369,763,161,2,193,0
OSUN,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-003,"BAPTIST PRY. SCHOOL, IKONIFIN II",289,790,83,4,177,0
OSUN,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-005,"METHODIST PRY. SCHOOL, ISERO II",287,553,143,0,142,0
OSUN,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-006,ABASADE,252,498,117,12,109,3
OSUN,OLA-OLUWA,OBAMORO/ILE OGO,29-26-07-001,"D.C. PRY. SCHOOL, ILE - OGO I",370,730,130,3,228,0
OSUN,OLA-OLUWA,OBAMORO/ILE OGO,29-26-07-002,"D.C. PRY. SCHOOL, ILE-OGO II",311,709,0,0,0,0
OSUN,OLA-OLUWA,OBAMORO/ILE OGO,29-26-07-003,"METHODIST PRY. SCHOOL, OBAMORO I",246,532,101,0,135,0
OSUN,OLA-OLUWA,BODE-OSI,29-26-08-001,"TOWN HALL, BODE-OSI I",319,698,181,2,132,0
OSUN,OLA-OLUWA,BODE-OSI,29-26-08-003,DISPENSARY BODE-OSI,285,754,104,1,168,0
OSUN,OLA-OLUWA,BODE-OSI,29-26-08-004,"ANGLICAN PRY. SCHOOL, ELEPO",166,329,0,0,0,0
OSUN,OLA-OLUWA,BODE-OSI,29-26-08-005,OLOWE VILLAGE,350,748,240,1,103,0
OSUN,OLA-OLUWA,AJAGBA/IWOOKE,29-26-09-001,AJAGBA TOWN,321,750,150,1,157,0
OSUN,OLA-OLUWA,AJAGBA/IWOOKE,29-26-09-002,IWOOKE TOWN  I,220,535,98,0,112,0
OSUN,OLA-OLUWA,AJAGBA/IWOOKE,29-26-09-003,IWOOKE  TOWN   II,256,475,102,0,149,0
OSUN,OLA-OLUWA,AJAGBA/IWOOKE,29-26-09-004,TAKOKA VILLAGE,321,693,108,0,207,0
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-001,"METHODIST PRY. SCHOOL, ASA I",281,761,95,9,159,0
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-002,"METHODIST PRY. SCHOOL, ASA II",270,672,91,4,167,0
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-005,"TOWH HALL, AJAGUNLASE I",302,653,145,1,151,2
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-006,"TOWN HALL, AJAGUNLASE II",393,750,230,4,144,9
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-007,IDIYA VILLAGE,275,546,150,0,108,0
OSUN,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-008,"COMM. PRY. SCHOOL, OGUNJA",212,480,127,0,78,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-001,SCHOOL OF NURSING,353,1057,176,48,121,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-002,G.R.A. OSOGBO,221,979,99,32,81,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-003,"NO. 20, B.C.G.A",238,750,189,7,77,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-004,"23, AGOWANDE STREET",239,750,145,16,56,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-005,K & S. PRY. SCHOOL I,259,910,157,18,75,1
OSUN,OLORUNDA,AGOWANDE,29-27-01-006,"ODUOLA STREET, OSOGBO I",246,795,150,13,70,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-007,"ODUOLA STREET, OSOGBO II",292,765,183,9,74,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-008,OKE ONITEA IREPODUN,279,982,134,55,65,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-009,OLATUNJI AJAYI STREET,301,762,166,24,101,22
OSUN,OLORUNDA,AGOWANDE,29-27-01-010,AROUND EBENEZER BAPTIST,281,790,129,6,130,1
OSUN,OLORUNDA,AGOWANDE,29-27-01-011,"CHURCH STREET,",228,750,149,14,55,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-012,OSUNKUNLE/BABALOLA,316,919,231,8,62,0
OSUN,OLORUNDA,AGOWANDE,29-27-01-013,BACK OF OBELAWO PLASTIC INDUSTRY,250,966,161,25,55,0
OSUN,OLORUNDA,BALOGUN,29-27-02-001,"11, AYOOLA STREET",215,639,129,4,80,0
OSUN,OLORUNDA,BALOGUN,29-27-02-002,"2, BISHOP STREET",272,963,165,18,80,2
OSUN,OLORUNDA,BALOGUN,29-27-02-003,AGO ABODUA NEAR WATER TAP,250,844,111,12,123,0
OSUN,OLORUNDA,BALOGUN,29-27-02-005,ALL SAINTS PRY SCHOOL  I,255,752,136,13,98,0
OSUN,OLORUNDA,BALOGUN,29-27-02-006,BACK OF ALL SAINT'S CHURCH STREET,232,702,131,7,92,0
OSUN,OLORUNDA,BALOGUN,29-27-02-007,OPP. NITEL BALOGUN,247,843,106,6,122,0
OSUN,OLORUNDA,BALOGUN,29-27-02-008,WORU OKE'S COMPOUND,247,668,142,1,101,0
OSUN,OLORUNDA,BALOGUN,29-27-02-009,"21, LATONA STREET",275,872,132,7,106,0
OSUN,OLORUNDA,BALOGUN,29-27-02-010,INFRONT OF EMI-ABATA,251,849,165,4,78,0
OSUN,OLORUNDA,AKOGUN,29-27-03-001,FADAIRO OPEN SPACE,184,637,126,4,51,0
OSUN,OLORUNDA,AKOGUN,29-27-03-002,ORIAYE OPEN SPACE,253,633,139,4,106,1
OSUN,OLORUNDA,AKOGUN,29-27-03-003,AGANNA NEAR MOSQUE,203,576,130,3,52,0
OSUN,OLORUNDA,AKOGUN,29-27-03-004,ARIKALAMU,230,540,144,3,82,0
OSUN,OLORUNDA,AKOGUN,29-27-03-005,"8, ARIKALAMU",336,787,237,0,97,0
OSUN,OLORUNDA,AKOGUN,29-27-03-006,ENIKANOYUN DISPENSARY,239,750,160,0,73,0
OSUN,OLORUNDA,AKOGUN,29-27-03-007,KOLAWOLE JUNCTION,279,707,223,3,50,0
OSUN,OLORUNDA,AKOGUN,29-27-03-010,LASIGUN / IRERINDE,278,596,127,7,128,0
OSUN,OLORUNDA,ATELEWO,29-27-04-001,"117, SABO ROAD, OSOGBO",221,652,140,3,67,2
OSUN,OLORUNDA,ATELEWO,29-27-04-002,OPPOSITE FIRE BRIGADE,290,841,177,3,91,0
OSUN,OLORUNDA,ATELEWO,29-27-04-003,"49, OLUGUN STREET",228,565,119,2,92,0
OSUN,OLORUNDA,ATELEWO,29-27-04-004,OLUGUN (EBU),243,633,110,7,113,0
OSUN,OLORUNDA,ATELEWO,29-27-04-005,ASOJE JUNCTION,299,777,139,3,147,0
OSUN,OLORUNDA,ATELEWO,29-27-04-006,NEAR MUBARRAK MOSQUE,291,710,190,1,100,0
OSUN,OLORUNDA,ATELEWO,29-27-04-007,ABAOLU I. OSOGBO,243,658,139,4,84,0
OSUN,OLORUNDA,ATELEWO,29-27-04-008,"ABAOLU II, OSOGBO",140,393,70,1,63,0
OSUN,OLORUNDA,ATELEWO,29-27-04-009,"AKOGUN NO. 1, ONTO STREET",238,634,0,0,0,0
OSUN,OLORUNDA,ATELEWO,29-27-04-010,"ONIMAJESIN, OSOGBO",264,648,0,0,0,0
OSUN,OLORUNDA,ATELEWO,29-27-04-011,"17B, ABIJA STREET",249,656,123,2,122,0
OSUN,OLORUNDA,OWOOPE,29-27-05-001,"157, SABO ROAD",294,983,185,5,93,0
OSUN,OLORUNDA,OWOOPE,29-27-05-002,"33, AGANNA STREET",297,871,145,5,136,0
OSUN,OLORUNDA,OWOOPE,29-27-05-004,IWA LESIN,259,688,156,6,89,0
OSUN,OLORUNDA,OWOOPE,29-27-05-007,"NO. 14, ODO-ERAN",280,896,187,6,74,0
OSUN,OLORUNDA,OWOOPE,29-27-05-008,HAMMED OLAYIWOLA STREET,267,784,185,8,70,0
